,selected,ratings,imdb_id,explanations,selected_idx
290,tt1935859,"['7', '6', '5', '8', '9', '7', '8', '6', '4', '7']","['tt0770828', 'tt1935859', 'tt0990407', 'tt1865505', 'tt3731562', 'tt1839492', 'tt0800369', 'tt1667353', 'tt1496025', 'tt0829150']", I choose this movie because I am intrigued by the concept of a magical place and the idea of peculiar children with special powers. The plot seems interesting and I am curious to see how the mystery unfolds and how the main character's own special ability plays a role in saving his new friends.,1
291,tt0816692,"['8', '7', '6', '9', '8', '5', '7', '9', '8', '7', '10', '9', '7', '6', '8', '10', '9', '4']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721', 'tt2493486', 'tt0816692', 'tt0114709', 'tt4299972', 'tt2548208', 'tt2172934', 'tt2278388', 'tt1631867', 'tt0089538']"," I choose this movie because it offers a captivating and thought-provoking storyline about the future of humanity and the exploration of space. The concept of interstellar travel and the search for a habitable planet adds an element of excitement and adventure. Additionally, the film has received critical acclaim for its stunning visuals and emotional depth, making it a compelling choice for me to watch.",10
292,tt0816692,"['5', '8', '6', '9', '7', '10', '4', '9', '8', '10', '7', '9', '6']","['tt0089538', 'tt1631867', 'tt1349482', 'tt4299972', 'tt1978532', 'tt0114709', 'tt2429074', 'tt2278388', 'tt1234721', 'tt0816692', 'tt1837709', 'tt1677561', 'tt2172934']"," I choose this movie because it explores the concept of interstellar travel and the survival of humanity. The plot is intriguing and the idea of venturing into unknown territories in search of a habitable planet is captivating. Additionally, the film has received positive reviews for its visuals and storytelling, making it a compelling choice for me to watch.",9
293,tt1345836,"['6.5', '7.2', '8.3', '5.9', '7.8', '9.1', '8.2', '9.5', '8.7', '8.4']","['tt1937133', 'tt2808986', 'tt3262342', 'tt2735292', 'tt2295196', 'tt1855199', 'tt1770734', 'tt1345836', 'tt2379713', 'tt3402236']"," I choose this movie because it has a high rating of 9.5, indicating that it is highly regarded by viewers. Additionally, I am a fan of the Batman franchise and enjoy the action and suspense that the movie offers.",7
294,tt1978532,"['3.5', '2.5', '4.0', '3.8']","['tt0089538', 'tt1349482', 'tt1978532', 'tt2429074']", I choose this movie because it seems to have an interesting plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him intrigues me.,2
295,tt1978532,"['3.5', '2.5', '4.0']","['tt0089538', 'tt1349482', 'tt1978532']", I choose this movie because it seems to have an interesting and comedic plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him adds an intriguing twist to the story.,2
296,tt2404425,"['4.', '6.', '7.', '8.', '9.', '7.5.', '8.', '6.5.', '8.5.', '7.5.', '9.', '8.5.', '9.5.', '9.']","['tt0089538', 'tt1349482', 'tt1978532', 'tt2429074', 'tt1234721', 'tt1837709', 'tt2172934', 'tt2548208', 'tt2493486', 'tt4073952', 'tt2962876', 'tt4324274', 'tt2404425', 'tt1677561']"," I choose this movie because it tells a compelling story of seeking justice and reclaiming what was rightfully stolen during a dark period in history. The plot of Maria Altmann's journey to regain her aunt's painting from the Nazis resonates with me, and I am interested in exploring the themes of restitution and the impact of historical events on individuals.",12
297,tt2278388,"['6.5', '8.5', '9.0', '7.5']","['tt3480796', 'tt4299972', 'tt2278388', 'tt1748122']",0 and the plot description of the adventures of M. Gustave and Zero Moustafa in a famous European hotel during the wars sounds intriguing and entertaining.,2
298,tt1631867,"['3.5', '4.5', '2.5', '4.0']","['tt0089538', 'tt1631867', 'tt1349482', 'tt4299972']", I choose this movie because the plot of a time loop and the protagonist's increasing skills in each battle sounds intriguing and unique. The combination of action and science fiction elements also appeals to me.,1
299,tt1631867,"['4.5', '8.5', '6.5', '9.0', '7.0']","['tt0089538', 'tt1631867', 'tt1349482', 'tt4299972', 'tt1978532']","5, which is the highest among the movies mentioned. The plot of the movie, involving a time loop and a battle against an alien race, sounds intriguing and action-packed. I am drawn to the idea of the protagonist improving their skills with each repeated encounter, and the presence of Tom Cruise and Emily Blunt in the lead roles adds to the appeal.",1
300,tt3262342,"['6.5', '7.2', '7.8', '8.2', '6.9', '8.5', '9.0', '7.0', '9.2', '8.8', '5.3']","['tt2865120', 'tt1691917', 'tt1402488', 'tt2293640', 'tt5480340', 'tt1623288', 'tt1690953', 'tt3416828', 'tt3262342', 'tt2576852', 'tt4877122']"," I choose this movie because of its high rating of 9.2. The plot description intrigues me, as it explores the life and art of Vincent van Gogh in a unique and visually stunning way. The idea of delving into the psyche and fate of such a renowned artist, while also questioning the interpretation of his work, sounds fascinating. I am drawn to the depth and complexity that this film promises, making",8
301,tt1978532,"['4.5', '6.5', '7.2']","['tt0089538', 'tt1349482', 'tt1978532']", I choose this movie because it seems to have an interesting and comedic plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him adds an intriguing twist.,2
302,tt3922818,"['7.5', '6.5', '8.0', '7.0', '9.0', '6.0', '8.5', '7.0', '7.5', '8.0']","['tt1840309', 'tt3480796', 'tt1355638', 'tt3416828', 'tt2065968', 'tt2404233', 'tt3922818', 'tt1698647', 'tt5480340', 'tt2017561']"," I choose this movie because the plot of a boy born on Mars who longs to explore Earth and find his father intrigues me. The idea of a unique upbringing and the challenges he faces in adapting to Earth's atmosphere adds an interesting twist to the story. Additionally, the concept of an online friendship and the race against time to uncover the mysteries of his origin and place in the universe captivates my curiosity.",6
303,tt3896198,"['3', '4', '5', '2', '4', '5', '2', '3', '4', '1', '1', '3', '4']","['tt1815862', 'tt3498820', 'tt3896198', 'tt1267299', 'tt3922818', 'tt1825683', 'tt4464394', 'tt3480796', 'tt5487524', 'tt4831420', 'tt3899796', 'tt1397514', 'tt1446714']"," 2"" with the imdbID tt3896198. I choose this movie because it received a rating of 5, which is the highest rating among the movies I have viewed. Additionally, I am a fan of superhero movies and enjoy the humor and action that the Guardians of the Galaxy series offers.",2
304,tt4348012,"['7.5', '4.2', '8.3', '6.9', '5.8']","['tt1399103', 'tt1935929', 'tt4348012', 'tt0409847', 'tt0990407']", I chose this movie because it has the highest rating among the options provided (8.3).,2
305,tt1631867,"['4.5', '8.5', '6.5', '9.0']","['tt0089538', 'tt1631867', 'tt1349482', 'tt4299972']","5, which is the highest among the movies mentioned. Additionally, the plot of the movie about a time loop and a relentless alien assault sounds intriguing and action-packed, making it a compelling choice for me to watch.",1
306,tt1499658,"['4', '2', '3', '4', '3', '2', '3', '5', '2', '3']","['tt2347134', 'tt2140423', 'tt2679042', 'tt2172934', 'tt2167202', 'tt2134170', 'tt4442130', 'tt1499658', 'tt4651410', 'tt1829012']"," I choose this movie because it has a rating of 5, which indicates that it is highly enjoyable and entertaining. Additionally, the plot of the movie, which revolves around three friends plotting to kill their horrible bosses, seems intriguing and promises a mix of comedy and suspense.",7
307,tt0401729,"['2', '1', '3', '4', '2', '5', '3', '1', '4', '5']","['tt2828996', 'tt4009460', 'tt4126568', 'tt1615918', 'tt1600195', 'tt4853102', 'tt0472181', 'tt3899796', 'tt2548208', 'tt0401729']"," I choose this movie because it has received a rating of 5, which indicates that it is highly enjoyable and worth watching. Additionally, the plot description of a Civil War veteran being transported to Mars and encountering new beings and conflicts sounds intriguing and exciting.",9
308,tt4547056,"['7.5', '6.5', '8.0', '9.0', '7.0', '9.5', '8.5', '9.0', '8.5', '7.0', '6.5', '8.0', '7.5', '5.0', '9.0']","['tt4547056', 'tt1698647', 'tt2808986', 'tt1298554', 'tt4788944', 'tt1825683', 'tt3498820', 'tt3896198', 'tt1446714', 'tt2231461', 'tt1620680', 'tt3778644', 'tt3480796', 'tt3899796', 'tt3922818']"," I choose this movie because it has an intriguing plot set in a dystopian future, involving a mysterious fungal disease and a group of hybrid children with unique abilities. The concept of humanity's survival being dependent on these children and the moral dilemmas they face make it an interesting and thought-provoking film.",0
309,tt1201607,"['7.5', '6.5', '8.0', '7.0', '8.5', '9.0', '8.5', '7.0', '7.5', '9.0', '10.0']","['tt2065968', 'tt1698647', 'tt5480340', 'tt1429433', 'tt2017561', 'tt1509767', 'tt1192628', 'tt0401729', 'tt1355638', 'tt1840309', 'tt1201607']"," I choose this movie because I am a fan of the Harry Potter series and have been eagerly following the story of Harry, Ron, and Hermione throughout their magical journey. The final installment promises an epic conclusion to the series, with intense battles and the resolution of the overarching conflict with Voldemort. I am excited to see how the story unfolds and witness the ultimate showdown between good and evil",10
310,tt1631867,"['3.5', '4.5', '2.5']","['tt0089538', 'tt1631867', 'tt1349482']",,1
311,tt1631867,"['4.5', '8.5', '6.5']","['tt0089538', 'tt1631867', 'tt1349482']"," The plot of the movie, involving a time loop and a relentless alien invasion, sounds intriguing and action-packed. I am interested in seeing how the protagonist, Major William Cage, learns from each battle and becomes more skilled in his fight against the aliens.",1
312,tt2347134,"['3.', '4.', '2.', '5.', '4.', '3.', '4.', '5.', '3.', '4.']","['tt2140423', 'tt4651410', 'tt4442130', 'tt2347134', 'tt2167202', 'tt2134170', 'tt2679042', 'tt2172934', 'tt1829012', 'tt1499658']"," I choose this movie because I am intrigued by the idea of a Japanese reinterpretation of a classic Western film. The combination of a period setting, the story of a former assassin forced to take up arms again, and the talented actor Ken Watanabe in the lead role all make it a compelling choice for me.",3
313,tt4116284,"['7.5', '8.2', '7.9', '6.8', '7.2', '8.5', '7.6', '8.9', '6.3', '7.8']","['tt2381991', 'tt2027128', 'tt3247714', 'tt4651410', 'tt1397514', 'tt4853102', 'tt2458106', 'tt4116284', 'tt2379386', 'tt1428538']"," I choose this movie because it has a high rating and it seems to offer a fun and entertaining experience. Additionally, I am a fan of the Lego movies and the Batman character, so I am interested in seeing how they are combined in this film.",7
314,tt1978532,"['4.5', '6.5', '7.2']","['tt0089538', 'tt1349482', 'tt1978532']", I choose this movie because it seems to have an interesting and comedic plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him adds an intriguing twist.,2
315,tt0803096,"['6.5', '7.2', '6.8', '8.0', '7.5', '7.0', '8.2', '7.8', '8.5', '8.0']","['tt1937133', 'tt2458106', 'tt0825283', 'tt2027128', 'tt2808986', 'tt1428538', 'tt0803096', 'tt1618442', 'tt1232829', 'tt2267968']"," The plot seems to have a good mix of action, magic, and adventure, which I find appealing. Additionally, the visual effects and world-building in the Warcraft universe are known to be impressive, which adds to my interest in watching the movie.",6
316,tt1430607,"['7.5', '6.8', '4.2', '8.3', '7.2']","['tt1588173', 'tt1462769', 'tt4877122', 'tt1430607', 'tt1924273']",3.,3
317,tt1588173,"['3.5', '2.5', '4.0', '4.5', '3.0', '4.5', '2.0', '4.5', '4.0', '4.5']","['tt2828996', 'tt4009460', 'tt4877122', 'tt1430607', 'tt1397514', 'tt2546038', 'tt1935929', 'tt1588173', 'tt1478964', 'tt3553442']"," I choose this movie because it offers a unique twist on the zombie genre, exploring themes of love, humanity, and redemption. The idea of a zombie regaining his humanity and forming a connection with a human is intriguing to me. Additionally, the film has received positive reviews for its blend of romance, comedy, and horror elements.",7
318,tt3896198,"['7.5', '6.5', '8.0', '9.0', '8.5', '7.0', '4.0', '6.5', '7.0', '5.0', '8.5', '7.5', '6.0']","['tt2231461', 'tt1620680', 'tt3778644', 'tt3896198', 'tt1446714', 'tt1815862', 'tt3899796', 'tt4464394', 'tt3480796', 'tt4831420', 'tt1267299', 'tt3327624', 'tt1397514']"," 2"" with the imdbID tt3896198. I choose this movie because it has the highest rating among the options provided, with a rating of 9.0.",3
319,tt2053425,"['7.5', '4.5', '8.0', '6.5', '5.0', '9.0', '7.0', '6.5', '8.0', '9.0']","['tt1430607', 'tt2140423', 'tt2347134', 'tt1243974', 'tt2528814', 'tt2053425', 'tt3210686', 'tt3832914', 'tt3231054', 'tt2094064']"," I choose this movie because it has a high rating of 9.0 and the plot description intrigues me. The story of a lonely and destitute man finding hope and love through a tragic accident resonates with me. I am drawn to the themes of resilience, redemption, and the power of human connection portrayed in the film.",5
320,tt2660888,"['3', '4', '2', '5', '3', '5', '4', '4', '5', '3', '5']","['tt3480796', 'tt3896198', 'tt1620680', 'tt1825683', 'tt2231461', 'tt3498820', 'tt5544384', 'tt3778644', 'tt2660888', 'tt1446714', 'tt1631867']"," I choose this movie because I am a fan of the Star Trek franchise and I enjoy the action-packed space adventures it offers. Additionally, the plot of the crew being stranded on an unknown planet and having to fight against a ruthless enemy intrigues me.",8
321,tt2025690,"['5', '7', '6', '8', '4', '9', '7']","['tt1865393', 'tt4547056', 'tt2450186', 'tt4471456', 'tt3973198', 'tt2025690', 'tt2059171']", I choose this movie because the plot of a daring rescue mission in treacherous conditions intrigues me. The idea of a small group of Coast Guard members braving extreme weather to save stranded sailors is both thrilling and inspiring.,5
322,tt2065968,"['7', '6', '8', '9', '8', '7', '9', '4', '7', '3', '2', '5', '4', '6', '3', '7', '6', '8', '9', '10']","['tt2883512', 'tt1650043', 'tt1666801', 'tt1588173', 'tt1478964', 'tt3553442', 'tt1430607', 'tt4877122', 'tt2546038', 'tt1935929', 'tt4009460', 'tt1798603', 'tt2828996', 'tt1397514', 'tt4126340', 'tt1243974', 'tt5368354', 'tt1924273', 'tt1462769', 'tt2065968']"," I choose this movie because I am a fan of the ""How to Train Your Dragon"" franchise and I enjoy the story and characters. Additionally, the holiday theme adds a festive touch to the movie.",19
